uq_problem_idx,num_steps,judge_probability,solved
hotpotqa_18,3,0.9,True
hotpotqa_19,1,0.4,True
hotpotqa_19,2,0.7,True
hotpotqa_19,3,0.75,True
hotpotqa_19,4,0.85,True
hotpotqa_19,5,0.7,True
hotpotqa_20,1,0.2,False
hotpotqa_20,2,0.2,False
hotpotqa_20,3,0.4,False
hotpotqa_20,4,0.4,False
hotpotqa_20,5,0.2,False
hotpotqa_20,6,0.2,False
hotpotqa_20,7,0.6,False
hotpotqa_21,1,0.4,False
hotpotqa_21,2,0.3,False
hotpotqa_21,3,0.2,False
hotpotqa_21,4,0.4,False
hotpotqa_21,5,0.2,False
hotpotqa_21,6,0.3,False
hotpotqa_21,7,0.2,False
hotpotqa_22,1,0.6,True
hotpotqa_22,2,0.85,True
hotpotqa_22,3,0.95,True
hotpotqa_23,1,0.4,False
hotpotqa_23,2,0.3,False
hotpotqa_23,3,0.6,False
hotpotqa_23,4,0.95,False
hotpotqa_24,1,0.6,True
hotpotqa_24,2,0.85,True
hotpotqa_24,3,0.75,True
hotpotqa_24,4,0.85,True
hotpotqa_24,5,0.85,True
hotpotqa_24,6,0.85,True
hotpotqa_24,7,0.9,True
hotpotqa_25,1,0.3,False
hotpotqa_25,2,0.3,False
hotpotqa_25,3,0.4,False
hotpotqa_25,4,0.3,False
hotpotqa_25,5,0.2,False
hotpotqa_25,6,0.2,False
hotpotqa_25,7,0.2,False
hotpotqa_26,1,0.6,True
hotpotqa_26,2,0.4,True
hotpotqa_26,3,0.7,True
hotpotqa_26,4,0.75,True
hotpotqa_26,5,0.7,True
hotpotqa_26,6,0.85,True
hotpotqa_27,1,0.4,True
hotpotqa_27,2,1.0,True
hotpotqa_28,1,0.8,True
hotpotqa_28,2,1.0,True
hotpotqa_29,1,0.6,True
hotpotqa_29,2,0.7,True
hotpotqa_29,3,0.9,True
hotpotqa_30,1,0.6,True
hotpotqa_30,2,0.95,True
hotpotqa_31,1,0.4,True
hotpotqa_31,2,0.8,True
hotpotqa_32,1,0.5,True
hotpotqa_32,2,0.6,True
hotpotqa_32,3,0.95,True
hotpotqa_33,1,0.7,True
hotpotqa_33,2,0.8,True
hotpotqa_34,1,0.4,False
hotpotqa_34,2,0.4,False
hotpotqa_34,3,0.9,False
hotpotqa_35,1,0.5,True
hotpotqa_35,2,0.2,True
hotpotqa_35,3,0.3,True
hotpotqa_35,4,0.3,True
hotpotqa_36,1,0.7,True
hotpotqa_36,2,0.75,True
hotpotqa_36,3,1.0,True
hotpotqa_37,1,0.3,True
hotpotqa_37,2,0.3,True
hotpotqa_37,3,0.15,True
hotpotqa_37,4,0.15,True
hotpotqa_37,5,0.65,True
hotpotqa_38,1,0.7,True
hotpotqa_38,2,0.65,True
hotpotqa_38,3,0.3,True
hotpotqa_38,4,0.85,True
hotpotqa_39,1,0.85,True
hotpotqa_39,2,0.8,True
hotpotqa_39,3,0.95,True
hotpotqa_40,1,0.6,True
hotpotqa_40,2,0.7,True
hotpotqa_40,3,0.85,True
hotpotqa_40,4,0.85,True
hotpotqa_40,5,0.85,True
hotpotqa_40,6,0.95,True
hotpotqa_41,1,0.7,False
hotpotqa_41,2,0.7,False
hotpotqa_41,3,0.65,False
hotpotqa_41,4,0.6,False
hotpotqa_41,5,0.6,False
hotpotqa_41,6,0.85,False
hotpotqa_41,7,0.85,False
hotpotqa_42,1,0.3,True
hotpotqa_42,2,0.4,True
hotpotqa_42,3,0.4,True
hotpotqa_42,4,0.2,True
hotpotqa_42,5,0.9,True
hotpotqa_43,1,0.4,True
hotpotqa_43,2,0.4,True
hotpotqa_43,3,0.8,True
hotpotqa_43,4,0.85,True
hotpotqa_43,5,0.9,True
hotpotqa_44,1,0.3,False
hotpotqa_44,2,0.3,False
hotpotqa_44,3,0.6,False
hotpotqa_44,4,0.7,False
hotpotqa_44,5,0.8,False
hotpotqa_44,6,0.85,False
hotpotqa_44,7,0.85,False
hotpotqa_45,1,0.4,False
hotpotqa_45,2,0.6,False
hotpotqa_45,3,0.4,False
hotpotqa_45,4,0.9,False
hotpotqa_46,1,0.6,False
hotpotqa_46,2,0.4,False
hotpotqa_46,3,0.75,False
hotpotqa_46,4,0.85,False
hotpotqa_46,5,0.85,False
hotpotqa_46,6,0.85,False
hotpotqa_46,7,0.85,False
hotpotqa_47,1,0.45,False
hotpotqa_47,2,0.3,False
hotpotqa_47,3,0.3,False
hotpotqa_47,4,0.35,False
hotpotqa_47,5,0.7,False
hotpotqa_47,6,0.9,False
hotpotqa_48,1,0.7,False
hotpotqa_48,2,0.7,False
hotpotqa_48,3,0.6,False
hotpotqa_48,4,0.8,False
hotpotqa_48,5,1.0,False
hotpotqa_49,1,0.4,True
hotpotqa_49,2,0.85,True
hotpotqa_49,3,1.0,True
hotpotqa_50,1,0.5,True
hotpotqa_50,2,0.4,True
hotpotqa_50,3,0.35,True
hotpotqa_50,4,0.9,True
hotpotqa_51,1,0.2,False
hotpotqa_51,2,0.2,False
hotpotqa_51,3,0.4,False
hotpotqa_51,4,0.9,False
hotpotqa_52,1,0.4,True
hotpotqa_52,2,0.6,True
hotpotqa_52,3,0.4,True
hotpotqa_52,4,0.65,True
hotpotqa_52,5,0.85,True
hotpotqa_52,6,0.85,True
hotpotqa_52,7,0.85,True
hotpotqa_53,1,0.6,True
hotpotqa_53,2,0.7,True
hotpotqa_53,3,0.7,True
hotpotqa_53,4,0.85,True
hotpotqa_53,5,0.85,True
hotpotqa_53,6,0.95,True
hotpotqa_54,1,0.85,True
hotpotqa_54,2,0.7,True
hotpotqa_54,3,0.9,True
hotpotqa_55,1,0.85,True
hotpotqa_55,2,0.9,True
hotpotqa_55,3,0.9,True
hotpotqa_56,1,0.6,False
hotpotqa_56,2,0.6,False
hotpotqa_56,3,0.4,False
hotpotqa_57,1,0.8,True
hotpotqa_57,2,0.85,True
hotpotqa_57,3,0.9,True
hotpotqa_58,1,0.3,False
hotpotqa_58,2,0.3,False
hotpotqa_58,3,0.85,False
hotpotqa_58,4,0.75,False
hotpotqa_58,5,0.7,False
hotpotqa_58,6,0.75,False
hotpotqa_58,7,0.85,False
hotpotqa_59,1,0.6,False
hotpotqa_59,2,0.4,False
hotpotqa_59,3,0.4,False
hotpotqa_59,4,0.4,False
hotpotqa_59,5,0.3,False
hotpotqa_59,6,0.2,False
hotpotqa_59,7,0.1,False
hotpotqa_60,1,0.4,True
hotpotqa_60,2,0.6,True
hotpotqa_60,3,0.75,True
hotpotqa_60,4,1.0,True
hotpotqa_61,1,0.7,True
hotpotqa_61,2,0.6,True
hotpotqa_61,3,0.9,True
hotpotqa_62,1,0.8,True
hotpotqa_62,2,1.0,True
hotpotqa_63,1,0.6,False
hotpotqa_63,2,0.7,False
hotpotqa_63,3,0.85,False
hotpotqa_63,4,0.85,False
hotpotqa_63,5,0.95,False
hotpotqa_64,1,0.8,True
hotpotqa_64,2,0.95,True
hotpotqa_65,1,0.3,True
hotpotqa_65,2,0.25,True
hotpotqa_65,3,0.65,True
hotpotqa_65,4,0.35,True
hotpotqa_65,5,0.7,True
hotpotqa_66,1,0.55,False
hotpotqa_66,2,0.65,False
hotpotqa_66,3,0.65,False
hotpotqa_66,4,0.65,False
hotpotqa_66,5,0.5,False
hotpotqa_66,6,0.6,False
hotpotqa_66,7,0.85,False
hotpotqa_67,1,0.6,True
hotpotqa_67,2,1.0,True
hotpotqa_68,1,0.3,False
hotpotqa_68,2,0.85,False
hotpotqa_68,3,0.7,False
hotpotqa_68,4,0.65,False
hotpotqa_68,5,0.4,False
hotpotqa_68,6,0.65,False
hotpotqa_68,7,0.6,False
hotpotqa_69,1,0.3,False
hotpotqa_69,2,0.3,False
hotpotqa_69,3,0.2,False
hotpotqa_70,1,0.7,True
hotpotqa_70,2,0.4,True
hotpotqa_70,3,0.7,True
hotpotqa_70,4,0.9,True
hotpotqa_71,1,0.2,True
hotpotqa_71,2,0.4,True
hotpotqa_72,1,0.3,True
hotpotqa_72,2,0.2,True
hotpotqa_73,1,0.2,False
hotpotqa_73,2,0.4,False
hotpotqa_73,3,0.3,False
hotpotqa_73,4,0.45,False
hotpotqa_73,5,0.2,False
hotpotqa_73,6,0.2,False
hotpotqa_73,7,0.7,False
hotpotqa_74,1,0.7,True
hotpotqa_74,2,0.5,True
hotpotqa_75,1,0.4,False
hotpotqa_75,2,0.4,False
hotpotqa_75,3,0.3,False
hotpotqa_76,1,0.4,False
hotpotqa_76,2,0.3,False
hotpotqa_76,3,0.3,False
hotpotqa_76,4,0.45,False
hotpotqa_76,5,0.2,False
hotpotqa_76,6,0.3,False
hotpotqa_76,7,0.3,False
hotpotqa_77,1,0.65,False
hotpotqa_77,2,0.7,False
hotpotqa_77,3,0.65,False
hotpotqa_77,4,0.65,False
hotpotqa_77,5,0.6,False
hotpotqa_77,6,0.65,False
hotpotqa_77,7,0.4,False
hotpotqa_78,1,0.4,True
hotpotqa_78,2,0.7,True
hotpotqa_78,3,0.8,True
hotpotqa_78,4,0.85,True
hotpotqa_78,5,0.85,True
hotpotqa_78,6,0.8,True
hotpotqa_79,1,0.5,False
hotpotqa_79,2,0.7,False
hotpotqa_79,3,0.8,False
hotpotqa_79,4,0.8,False
hotpotqa_79,5,0.6,False
hotpotqa_79,6,0.4,False
hotpotqa_79,7,0.3,False
hotpotqa_80,1,0.75,True
hotpotqa_80,2,0.4,True
hotpotqa_80,3,0.9,True
hotpotqa_80,4,0.85,True
hotpotqa_80,5,0.85,True
hotpotqa_80,6,0.9,True
hotpotqa_81,1,0.7,False
hotpotqa_81,2,0.85,False
hotpotqa_81,3,0.85,False
hotpotqa_81,4,0.85,False
hotpotqa_81,5,0.85,False
hotpotqa_81,6,0.85,False
hotpotqa_81,7,0.9,False
hotpotqa_82,1,0.4,True
hotpotqa_82,2,0.7,True
hotpotqa_82,3,0.95,True
hotpotqa_83,1,0.3,True
hotpotqa_83,2,0.4,True
hotpotqa_83,3,0.85,True
hotpotqa_83,4,0.85,True
hotpotqa_83,5,0.95,True
hotpotqa_84,1,0.2,False
hotpotqa_84,2,0.65,False
hotpotqa_84,3,0.7,False
hotpotqa_84,4,0.6,False
hotpotqa_84,5,0.45,False
hotpotqa_84,6,0.65,False
hotpotqa_84,7,0.3,False
hotpotqa_85,1,0.4,True
hotpotqa_85,2,0.4,True
hotpotqa_85,3,0.85,True
hotpotqa_85,4,0.85,True
hotpotqa_85,5,0.75,True
hotpotqa_85,6,0.9,True
hotpotqa_86,1,0.3,False
hotpotqa_86,2,0.3,False
hotpotqa_86,3,0.4,False
hotpotqa_86,4,0.3,False
hotpotqa_86,5,0.2,False
hotpotqa_86,6,0.4,False
hotpotqa_86,7,0.15,False
hotpotqa_87,1,0.5,True
hotpotqa_87,2,0.9,True
hotpotqa_88,1,0.7,False
hotpotqa_88,2,0.8,False
hotpotqa_88,3,0.85,False
hotpotqa_88,4,1.0,False
hotpotqa_89,1,0.3,False
hotpotqa_89,2,0.3,False
hotpotqa_89,3,0.3,False
hotpotqa_89,4,0.2,False
hotpotqa_89,5,0.2,False
hotpotqa_89,6,0.95,False
hotpotqa_90,1,0.3,True
hotpotqa_90,2,0.9,True
hotpotqa_90,3,0.85,True
hotpotqa_90,4,0.9,True
hotpotqa_90,5,1.0,True
hotpotqa_91,1,0.65,True
hotpotqa_91,2,0.4,True
hotpotqa_91,3,0.4,True
hotpotqa_91,4,0.3,True
hotpotqa_91,5,0.6,True
hotpotqa_91,6,0.75,True
hotpotqa_91,7,0.95,True
hotpotqa_92,1,0.3,False
hotpotqa_92,2,0.7,False
hotpotqa_92,3,0.7,False
hotpotqa_92,4,0.75,False
hotpotqa_92,5,0.65,False
hotpotqa_92,6,0.65,False
hotpotqa_92,7,0.65,False
hotpotqa_93,1,0.4,False
hotpotqa_93,2,0.4,False
hotpotqa_93,3,0.3,False
hotpotqa_93,4,0.3,False
hotpotqa_93,5,0.3,False
hotpotqa_93,6,0.3,False
hotpotqa_93,7,0.2,False
hotpotqa_94,1,0.3,False
hotpotqa_94,2,0.2,False
hotpotqa_94,3,0.2,False
hotpotqa_94,4,0.3,False
hotpotqa_94,5,0.2,False
hotpotqa_94,6,0.3,False
hotpotqa_94,7,0.1,False
hotpotqa_95,1,0.2,False
hotpotqa_95,2,0.2,False
hotpotqa_95,3,0.2,False
hotpotqa_95,4,0.3,False
hotpotqa_95,5,0.3,False
hotpotqa_95,6,0.2,False
hotpotqa_95,7,0.3,False
hotpotqa_96,1,0.3,False
hotpotqa_96,2,0.65,False
hotpotqa_96,3,0.65,False
hotpotqa_96,4,0.6,False
hotpotqa_96,5,0.7,False
hotpotqa_96,6,0.65,False
hotpotqa_96,7,0.65,False
hotpotqa_97,1,0.4,False
hotpotqa_97,2,0.4,False
hotpotqa_97,3,0.7,False
hotpotqa_97,4,0.9,False
hotpotqa_98,1,0.4,True
hotpotqa_98,2,0.6,True
hotpotqa_98,3,0.6,True
hotpotqa_98,4,0.7,True
hotpotqa_98,5,0.4,True
hotpotqa_98,6,0.8,True
hotpotqa_99,1,0.4,True
hotpotqa_99,2,0.4,True
hotpotqa_99,3,0.4,True
hotpotqa_99,4,0.6,True
hotpotqa_99,5,0.85,True
hotpotqa_100,1,0.7,False
hotpotqa_100,2,0.6,False
hotpotqa_100,3,0.4,False
hotpotqa_100,4,0.6,False
hotpotqa_100,5,0.8,False
hotpotqa_100,6,0.8,False
hotpotqa_100,7,0.85,False
hotpotqa_101,1,0.3,True
hotpotqa_101,2,0.5,True
hotpotqa_101,3,0.7,True
hotpotqa_101,4,0.85,True
hotpotqa_101,5,0.65,True
hotpotqa_101,6,0.7,True
hotpotqa_101,7,0.95,True
hotpotqa_102,1,0.4,False
hotpotqa_102,2,0.6,False
hotpotqa_102,3,0.75,False
hotpotqa_102,4,0.85,False
hotpotqa_102,5,0.9,False
hotpotqa_102,6,0.95,False
hotpotqa_102,7,0.9,False
hotpotqa_103,1,0.7,True
hotpotqa_103,2,1.0,True
hotpotqa_104,1,0.4,True
hotpotqa_104,2,0.3,True
hotpotqa_104,3,0.75,True
hotpotqa_104,4,0.8,True
hotpotqa_105,1,0.5,True
hotpotqa_105,2,0.6,True
hotpotqa_105,3,0.75,True
hotpotqa_105,4,0.85,True
hotpotqa_105,5,0.7,True
hotpotqa_106,1,0.3,True
hotpotqa_106,2,0.6,True
hotpotqa_106,3,0.65,True
hotpotqa_106,4,0.85,True
hotpotqa_106,5,0.85,True
hotpotqa_106,6,1.0,True
hotpotqa_107,1,0.4,True
hotpotqa_107,2,0.5,True
hotpotqa_107,3,0.4,True
hotpotqa_107,4,0.75,True
hotpotqa_107,5,0.9,True
hotpotqa_108,1,0.3,False
hotpotqa_108,2,0.4,False
hotpotqa_108,3,0.4,False
hotpotqa_108,4,0.35,False
hotpotqa_108,5,0.4,False
hotpotqa_108,6,0.2,False
hotpotqa_108,7,0.3,False
hotpotqa_109,1,0.6,False
hotpotqa_109,2,0.4,False
hotpotqa_109,3,0.4,False
hotpotqa_109,4,0.3,False
hotpotqa_109,5,0.65,False
hotpotqa_109,6,0.6,False
hotpotqa_109,7,0.7,False
hotpotqa_110,1,0.4,True
hotpotqa_110,2,0.4,True
hotpotqa_110,3,0.6,True
hotpotqa_110,4,0.85,True
hotpotqa_110,5,0.95,True
hotpotqa_111,1,0.4,False
hotpotqa_111,2,0.4,False
hotpotqa_111,3,0.7,False
hotpotqa_111,4,0.85,False
hotpotqa_111,5,0.75,False
hotpotqa_111,6,0.75,False
hotpotqa_111,7,0.8,False
hotpotqa_112,1,0.6,False
hotpotqa_112,2,0.4,False
hotpotqa_112,3,0.7,False
hotpotqa_112,4,0.8,False
hotpotqa_112,5,0.85,False
hotpotqa_112,6,0.9,False
hotpotqa_112,7,0.9,False
hotpotqa_113,1,0.7,False
hotpotqa_113,2,0.4,False
hotpotqa_113,3,0.85,False
hotpotqa_113,4,0.7,False
hotpotqa_113,5,0.85,False
hotpotqa_113,6,0.85,False
hotpotqa_114,1,0.6,True
hotpotqa_114,2,0.6,True
hotpotqa_115,1,0.2,False
hotpotqa_115,2,0.3,False
hotpotqa_115,3,0.65,False
hotpotqa_115,4,0.85,False
hotpotqa_115,5,0.75,False
hotpotqa_115,6,0.7,False
hotpotqa_115,7,0.6,False
hotpotqa_116,1,0.2,False
hotpotqa_116,2,0.2,False
hotpotqa_116,3,0.2,False
hotpotqa_116,4,0.2,False
hotpotqa_116,5,0.2,False
hotpotqa_116,6,0.2,False
hotpotqa_116,7,0.6,False
hotpotqa_117,1,0.4,False
hotpotqa_117,2,0.4,False
hotpotqa_117,3,0.85,False
hotpotqa_117,4,0.7,False
hotpotqa_117,5,0.95,False
hotpotqa_118,1,0.4,True
hotpotqa_118,2,0.6,True
hotpotqa_118,3,0.85,True
hotpotqa_118,4,0.85,True
hotpotqa_118,5,0.85,True
hotpotqa_118,6,0.85,True
hotpotqa_118,7,0.95,True
hotpotqa_119,1,0.3,True
hotpotqa_119,2,0.7,True
hotpotqa_119,3,0.9,True
hotpotqa_120,1,0.3,True
hotpotqa_120,2,0.2,True
hotpotqa_120,3,0.3,True
hotpotqa_120,4,0.6,True
hotpotqa_120,5,0.7,True
hotpotqa_120,6,0.95,True
hotpotqa_121,1,0.4,False
hotpotqa_121,2,0.4,False
hotpotqa_121,3,0.3,False
hotpotqa_122,1,0.75,True
hotpotqa_122,2,0.4,True
hotpotqa_122,3,0.9,True
hotpotqa_123,1,0.4,True
hotpotqa_123,2,0.3,True
hotpotqa_123,3,0.4,True
hotpotqa_123,4,0.3,True
hotpotqa_123,5,0.85,True
hotpotqa_124,1,0.4,True
hotpotqa_124,2,0.4,True
hotpotqa_124,3,0.65,True
hotpotqa_124,4,0.6,True
hotpotqa_124,5,0.7,True
hotpotqa_124,6,0.9,True
hotpotqa_125,1,0.2,False
hotpotqa_125,2,0.2,False
hotpotqa_125,3,0.3,False
hotpotqa_125,4,0.4,False
hotpotqa_125,5,0.85,False
hotpotqa_125,6,0.6,False
hotpotqa_125,7,0.4,False
hotpotqa_126,1,0.3,True
hotpotqa_126,2,0.65,True
hotpotqa_126,3,0.65,True
hotpotqa_126,4,0.65,True
hotpotqa_126,5,0.75,True
hotpotqa_126,6,0.9,True
hotpotqa_127,1,0.3,False
hotpotqa_127,2,0.3,False
hotpotqa_127,3,0.6,False
hotpotqa_127,4,0.7,False
hotpotqa_127,5,0.6,False
hotpotqa_127,6,0.65,False
hotpotqa_127,7,0.9,False
hotpotqa_128,1,0.6,True
hotpotqa_128,2,0.65,True
hotpotqa_128,3,0.9,True
hotpotqa_129,1,0.3,True
hotpotqa_129,2,0.9,True
hotpotqa_129,3,0.95,True
hotpotqa_129,4,0.95,True
hotpotqa_130,1,0.7,True
hotpotqa_130,2,1.0,True
hotpotqa_131,1,0.3,True
hotpotqa_131,2,0.3,True
hotpotqa_131,3,0.2,True
hotpotqa_131,4,0.3,True
hotpotqa_131,5,0.3,True
hotpotqa_132,1,0.3,True
hotpotqa_132,2,0.3,True
hotpotqa_132,3,0.45,True
hotpotqa_132,4,0.45,True
hotpotqa_132,5,0.4,True
hotpotqa_132,6,0.4,True
hotpotqa_132,7,0.7,True
hotpotqa_133,1,0.3,False
hotpotqa_133,2,0.3,False
hotpotqa_133,3,0.65,False
hotpotqa_133,4,0.65,False
hotpotqa_133,5,0.7,False
hotpotqa_133,6,0.85,False
hotpotqa_133,7,0.85,False
hotpotqa_134,1,0.6,True
hotpotqa_134,2,0.7,True
hotpotqa_135,1,0.6,False
hotpotqa_135,2,0.8,False
hotpotqa_135,3,0.85,False
hotpotqa_135,4,0.85,False
hotpotqa_135,5,0.85,False
hotpotqa_135,6,0.85,False
hotpotqa_135,7,0.85,False
hotpotqa_136,1,0.4,False
hotpotqa_136,2,0.4,False
hotpotqa_136,3,0.75,False
hotpotqa_136,4,0.9,False
hotpotqa_136,5,0.9,False
hotpotqa_136,6,0.95,False
hotpotqa_137,1,0.5,True
hotpotqa_137,2,0.95,True
hotpotqa_138,1,0.4,True
hotpotqa_138,2,0.4,True
hotpotqa_138,3,0.4,True
hotpotqa_138,4,0.3,True
hotpotqa_138,5,0.8,True
hotpotqa_138,6,0.7,True
hotpotqa_138,7,0.8,True
hotpotqa_139,1,0.2,True
hotpotqa_139,2,0.3,True
hotpotqa_139,3,0.6,True
hotpotqa_139,4,0.85,True
hotpotqa_140,1,0.7,False
hotpotqa_140,2,0.9,False
hotpotqa_140,3,0.85,False
hotpotqa_140,4,0.9,False
hotpotqa_141,1,0.3,True
hotpotqa_141,2,0.65,True
hotpotqa_141,3,0.85,True
hotpotqa_142,1,0.7,False
hotpotqa_142,2,0.6,False
hotpotqa_142,3,0.65,False
hotpotqa_142,4,0.7,False
hotpotqa_142,5,0.85,False
hotpotqa_142,6,0.85,False
hotpotqa_142,7,0.85,False
hotpotqa_143,1,0.6,True
hotpotqa_143,2,0.85,True
hotpotqa_143,3,0.9,True
hotpotqa_144,1,0.5,True
hotpotqa_144,2,0.3,True
hotpotqa_144,3,0.3,True
hotpotqa_144,4,0.3,True
hotpotqa_145,1,0.6,True
hotpotqa_145,2,0.85,True
hotpotqa_145,3,0.95,True
hotpotqa_145,4,0.85,True
hotpotqa_145,5,0.9,True
hotpotqa_145,6,0.95,True
hotpotqa_146,1,0.6,False
hotpotqa_146,2,0.4,False
hotpotqa_146,3,0.7,False
hotpotqa_146,4,0.4,False
hotpotqa_146,5,0.65,False
hotpotqa_146,6,0.3,False
hotpotqa_146,7,0.2,False
hotpotqa_147,1,0.4,False
hotpotqa_147,2,0.3,False
hotpotqa_147,3,0.3,False
hotpotqa_147,4,0.4,False
hotpotqa_147,5,0.55,False
hotpotqa_147,6,0.65,False
hotpotqa_147,7,0.55,False
hotpotqa_148,1,0.6,False
hotpotqa_148,2,0.85,False
hotpotqa_148,3,0.9,False
hotpotqa_148,4,0.85,False
hotpotqa_148,5,0.9,False
hotpotqa_148,6,0.9,False
hotpotqa_148,7,0.9,False
hotpotqa_149,1,0.7,True
hotpotqa_149,2,0.85,True
hotpotqa_149,3,0.9,True
hotpotqa_149,4,0.9,True
hotpotqa_149,5,0.9,True
hotpotqa_149,6,0.95,True
hotpotqa_150,1,0.2,False
hotpotqa_150,2,0.3,False
hotpotqa_150,3,0.6,False
hotpotqa_150,4,0.75,False
hotpotqa_150,5,0.9,False
hotpotqa_151,1,0.4,False
hotpotqa_151,2,0.4,False
hotpotqa_151,3,0.85,False
hotpotqa_151,4,0.7,False
hotpotqa_151,5,0.75,False
hotpotqa_151,6,0.9,False
hotpotqa_152,1,0.7,True
hotpotqa_152,2,0.4,True
hotpotqa_152,3,0.6,True
hotpotqa_153,1,0.4,False
hotpotqa_153,2,0.4,False
hotpotqa_153,3,0.6,False
hotpotqa_153,4,0.7,False
hotpotqa_153,5,0.85,False
hotpotqa_154,1,0.4,False
hotpotqa_154,2,0.3,False
hotpotqa_154,3,0.85,False
hotpotqa_154,4,0.85,False
hotpotqa_154,5,0.85,False
hotpotqa_155,1,0.2,False
hotpotqa_155,2,0.4,False
hotpotqa_155,3,0.3,False
hotpotqa_155,4,0.3,False
hotpotqa_155,5,0.3,False
hotpotqa_155,6,0.4,False
hotpotqa_155,7,0.3,False
hotpotqa_156,1,0.6,False
hotpotqa_156,2,0.4,False
hotpotqa_156,3,0.65,False
hotpotqa_156,4,0.85,False
hotpotqa_156,5,0.85,False
hotpotqa_156,6,0.85,False
hotpotqa_156,7,0.85,False
hotpotqa_157,1,0.4,True
hotpotqa_157,2,0.6,True
hotpotqa_157,3,0.8,True
hotpotqa_157,4,0.85,True
hotpotqa_157,5,0.9,True
hotpotqa_157,6,0.9,True
hotpotqa_157,7,0.95,True
hotpotqa_158,1,0.6,True
hotpotqa_158,2,0.85,True
hotpotqa_158,3,0.85,True
hotpotqa_158,4,0.95,True
hotpotqa_159,1,0.65,False
hotpotqa_159,2,0.95,False
hotpotqa_160,1,0.7,True
hotpotqa_160,2,0.65,True
hotpotqa_160,3,0.6,True
hotpotqa_160,4,0.7,True
hotpotqa_161,1,0.7,False
hotpotqa_161,2,0.95,False
hotpotqa_162,1,0.4,False
hotpotqa_162,2,0.6,False
hotpotqa_162,3,0.4,False
hotpotqa_162,4,0.3,False
hotpotqa_162,5,0.3,False
hotpotqa_162,6,0.2,False
hotpotqa_162,7,0.35,False
hotpotqa_163,1,0.4,True
hotpotqa_163,2,0.7,True
