,uq_problem_idx,generated_tokens,solved,judge_probability,num_steps
62,business_14,8,0,0.5743495225906372,3
63,business_14,3,0,0.540424108505249,4
64,business_15,5,1,0.7673652172088623,1
65,business_15,5,1,0.6500694751739502,2
66,business_15,6,1,0.6071287393569946,3
67,business_15,4,1,0.5498011112213135,4
68,business_16,6,0,0.6159490942955017,1
69,business_16,8,0,0.4979414939880371,2
70,business_16,7,0,0.505439043045044,3
71,business_16,12,0,0.3688167333602905,4
72,business_16,15,0,0.2868937253952026,5
73,business_16,11,0,0.1472814083099365,6
74,business_17,6,1,0.8101890087127686,1
75,business_17,5,1,0.6573210954666138,2
76,business_17,7,1,0.6666142344474792,3
77,business_17,6,1,0.5286988019943237,4
78,business_17,5,1,0.495044857263565,5
79,business_17,6,1,0.4045088291168213,6
80,business_18,10,1,0.680571436882019,1
81,business_18,6,1,0.550628125667572,2
82,business_18,5,1,0.3591231107711792,3
83,business_19,5,1,0.7784835696220398,1
84,business_19,5,1,0.7560544610023499,2
85,business_19,8,1,0.7053273916244507,3
86,business_19,8,1,0.7127197980880737,4
87,business_19,5,1,0.6435927152633667,5
88,business_19,11,1,0.5339100956916809,6
89,business_20,168,1,0.5109626650810242,1
90,business_21,9,1,0.8656145930290222,1
91,business_21,9,1,0.7284168004989624,2
92,business_21,6,1,0.6378938555717468,3
93,business_21,6,1,0.5422545075416565,4
94,business_22,6,0,0.9729713797569276,1
95,business_22,5,0,0.979921817779541,2
96,business_22,5,0,0.9276984333992004,3
97,business_22,5,0,0.9400484561920166,4
98,business_22,6,0,0.8446111083030701,5
99,business_23,8,1,0.7724626064300537,1
100,business_23,13,1,0.7795907258987427,2
101,business_23,5,1,0.5860629677772522,3
102,business_23,5,1,0.5724655389785767,4
103,business_23,4,1,0.4425179064273834,5
104,business_23,11,1,0.3621052205562591,6
105,business_24,6,0,0.7461274266242981,1
106,business_24,5,0,0.5271677374839783,2
107,business_24,5,0,0.3946565389633178,3
108,business_24,5,0,0.3537603914737701,4
109,business_24,4,0,0.2919829785823822,5
110,business_25,9,1,0.8387736678123474,1
111,business_25,8,1,0.7886877655982971,2
112,business_25,15,1,0.6493997573852539,3
113,business_25,6,1,0.6510494351387024,4
114,business_26,5,1,0.7878751158714294,1
115,business_26,5,1,0.5570571422576904,2
116,business_26,4,1,0.384551852941513,3
117,business_26,16,1,0.3284129202365875,4
118,business_27,6,1,0.9858176112174988,1
119,business_27,6,1,0.9526404738426208,2
120,business_27,6,1,0.9130963683128356,3
121,business_27,6,1,0.852328896522522,4
122,business_27,5,1,0.824542224407196,5
123,business_28,7,1,0.7475389242172241,1
124,business_28,5,1,0.6907050013542175,2
125,business_28,5,1,0.6006560325622559,3
126,business_28,5,1,0.564436137676239,4
127,business_28,6,1,0.4614229798316955,5
128,business_29,6,1,0.7517563700675964,1
129,business_29,7,1,0.7380994558334351,2
130,business_29,6,1,0.5906874537467957,3
131,business_29,6,1,0.4047560393810272,4
132,business_29,5,1,0.3926533758640289,5
133,business_30,9,1,0.9604308009147644,1
134,business_30,8,1,0.944385290145874,2
135,business_30,5,1,0.8881379961967468,3
136,business_30,6,1,0.726912796497345,4
137,business_30,5,1,0.6948934197425842,5
138,business_30,5,1,0.5839940905570984,6
139,business_31,6,1,0.9179136157035828,1
140,business_31,5,1,0.8645111918449402,2
141,business_31,7,1,0.6156160235404968,3
142,business_31,5,1,0.5178147554397583,4
143,business_32,6,0,0.3844755589962005,1
144,business_32,5,0,0.2349801361560821,2
145,business_32,6,0,0.230431318283081,3
146,business_32,5,0,0.189997062087059,4
147,business_32,8,0,0.1405766457319259,5
148,business_33,11,1,0.7957560420036316,1
149,business_33,11,1,0.3746619820594787,2
150,business_33,7,1,0.2645249664783478,3
151,business_34,6,1,0.9049760103225708,1
152,business_34,6,1,0.8580845594406128,2
153,business_34,6,1,0.8290686011314392,3
154,business_34,5,1,0.6097220778465271,4
155,business_34,6,1,0.4946710765361786,5
156,business_34,5,1,0.5001587867736816,6
157,business_35,6,1,0.592754065990448,1
158,business_35,6,1,0.287400484085083,2
159,business_35,7,1,0.2230952829122543,3
160,business_35,5,1,0.2074250429868698,4
161,business_35,5,1,0.1781529933214187,5
162,business_35,4,1,0.1736308485269546,6
163,business_36,6,1,0.8610407710075378,1
164,business_36,6,1,0.8666672110557556,2
165,business_36,6,1,0.8026235699653625,3
166,business_36,6,1,0.6370947360992432,4
167,business_36,9,1,0.5836784839630127,5
168,business_37,6,1,0.986177146434784,1
169,business_37,6,1,0.9727566838264464,2
170,business_37,6,1,0.9081807136535645,3
171,business_37,5,1,0.9261808395385742,4
172,business_37,10,1,0.8247802257537842,5
173,business_38,5,1,0.9724584221839904,1
174,business_38,8,1,0.6707127690315247,2
175,business_38,8,1,0.5893175601959229,3
176,business_38,5,1,0.5454304218292236,4
177,business_39,9,0,0.7815892100334167,1
178,business_39,7,0,0.533519446849823,2
179,business_39,10,0,0.4438198208808899,3
180,business_39,6,0,0.3763298392295837,4
181,business_39,6,0,0.3851104080677032,5
182,business_39,13,0,0.2317510545253753,6
183,business_40,10,1,0.9091883301734924,1
184,business_40,6,1,0.829505205154419,2
185,business_40,5,1,0.7720724940299988,3
186,business_40,5,1,0.6226291656494141,4
187,business_40,6,1,0.6049478650093079,5
188,business_41,6,1,0.7606093287467957,1
189,business_41,5,1,0.7391382455825806,2
190,business_41,9,1,0.6719037890434265,3
191,business_41,5,1,0.6748871803283691,4
192,business_42,7,1,0.9456225037574768,1
193,business_42,5,1,0.6654284000396729,2
194,business_42,7,1,0.5759565234184265,3
195,business_42,5,1,0.4682335257530212,4
196,business_42,8,1,0.3826112747192383,5
197,business_43,5,0,0.629303514957428,1
198,business_43,6,0,0.5206353068351746,2
199,business_43,6,0,0.4708957970142364,3
200,business_43,6,0,0.3894979953765869,4
201,business_43,7,0,0.2788678109645843,5
202,business_44,5,1,0.9266263842582704,1
203,business_44,9,1,0.883228063583374,2
204,business_44,7,1,0.6506441235542297,3
205,business_44,5,1,0.6409076452255249,4
206,business_45,6,0,0.9795175790786744,1
207,business_45,5,0,0.9376899600028992,2
208,business_45,7,0,0.9447988271713256,3
209,business_45,5,0,0.8854178190231323,4
210,business_45,5,0,0.8240137100219727,5
211,business_46,5,0,0.79974764585495,1
212,business_46,5,0,0.7386705279350281,2
213,business_46,5,0,0.7153875231742859,3
214,business_46,5,0,0.6882205009460449,4
215,business_46,5,0,0.6630586385726929,5
216,business_47,6,1,0.9854959845542908,1
217,business_47,6,1,0.9565009474754332,2
218,business_47,6,1,0.946862816810608,3
219,business_47,5,1,0.916510820388794,4
220,business_47,6,1,0.8722733855247498,5
221,business_48,6,1,0.6745229959487915,1
222,business_48,7,1,0.60654217004776,2
223,business_48,6,1,0.4817300140857696,3
224,business_48,10,1,0.3430588245391845,4
225,business_49,8,1,0.8529393076896667,1
226,business_49,6,1,0.8148566484451294,2
227,business_49,5,1,0.6081723570823669,3
228,business_49,5,1,0.5304084420204163,4
229,business_50,6,1,0.9165347218513488,1
230,business_50,5,1,0.7891810536384583,2
231,business_50,7,1,0.709578812122345,3
232,business_50,6,1,0.6189914345741272,4
233,business_51,6,0,0.6252012848854065,1
234,business_51,9,0,0.5341830253601074,2
235,business_51,5,0,0.3989176452159881,3
236,business_51,12,0,0.2840450704097748,4
237,business_52,10,1,0.9168155193328856,1
238,business_52,6,1,0.8946290016174316,2
239,business_52,7,1,0.7759528160095215,3
240,business_52,5,1,0.6179319620132446,4
241,business_52,5,1,0.5785295367240906,5
242,business_52,6,1,0.5631856322288513,6
243,business_53,9,0,0.6640655994415283,1
244,business_53,6,0,0.5477948188781738,2
245,business_53,6,0,0.5102777481079102,3
246,business_53,6,0,0.514216423034668,4
247,business_54,8,1,0.7626523971557617,1
248,business_54,5,1,0.6949253678321838,2
249,business_54,8,1,0.6206759214401245,3
250,business_54,9,1,0.5700541734695435,4
251,business_55,9,0,0.7720856070518494,1
252,business_55,8,0,0.6170593500137329,2
253,business_55,7,0,0.5586829781532288,3
254,business_55,6,0,0.5262937545776367,4
255,business_55,13,0,0.5055925846099854,5
256,business_56,5,0,0.6494883298873901,1
257,business_56,6,0,0.6137272715568542,2
258,business_56,6,0,0.5665895938873291,3
259,business_56,6,0,0.5323367714881897,4
260,business_56,5,0,0.4678630828857422,5
261,business_57,18,1,0.6414337754249573,1
262,business_57,5,1,0.5529942512512207,2
263,business_57,7,1,0.5825364589691162,3
264,business_57,8,1,0.7313547134399414,4
265,business_58,5,0,0.8537865877151489,1
266,business_58,5,0,0.7793130278587341,2
267,business_58,5,0,0.6448010802268982,3
268,business_58,5,0,0.7028635740280151,4
269,business_58,10,0,0.6787338256835938,5
270,business_59,9,0,0.8691611289978027,1
271,business_59,8,0,0.8016663789749146,2
272,business_59,8,0,0.7605867385864258,3
273,business_59,6,0,0.7524906992912292,4
274,business_60,15,1,0.6947752833366394,1
275,business_60,5,1,0.5974835753440857,2
276,business_60,3,1,0.5709599256515503,3
277,business_61,7,0,0.8638772964477539,1
278,business_61,9,0,0.819175660610199,2
279,business_61,5,0,0.6934295892715454,3
280,business_61,10,0,0.7356290221214294,4
281,business_61,5,0,0.6755267381668091,5
282,business_62,6,0,0.800398051738739,1
283,business_62,6,0,0.6876930594444275,2
284,business_62,5,0,0.5645149350166321,3
285,business_62,5,0,0.4833183288574219,4
286,business_62,5,0,0.541782021522522,5
287,business_63,10,1,0.8485981225967407,1
288,business_63,9,1,0.7405073046684265,2
289,business_63,10,1,0.7726975083351135,3
290,business_63,6,1,0.7716533541679382,4
291,business_64,6,0,0.496890127658844,1
292,business_64,9,0,0.5765004754066467,2
293,business_64,5,0,0.4218811392784118,3
294,business_64,5,0,0.3799605965614319,4
295,business_64,8,0,0.2813909649848938,5
296,business_65,7,1,0.9468132257461548,1
297,business_65,6,1,0.8834488391876221,2
298,business_65,6,1,0.8321466445922852,3
299,business_65,6,1,0.7015345692634583,4
300,business_65,5,1,0.6131221055984497,5
301,business_66,7,0,0.7684930562973022,1
302,business_66,9,0,0.6834397315979004,2
303,business_66,7,0,0.614382266998291,3
304,business_66,8,0,0.5747831463813782,4
305,business_67,6,1,0.8756284117698669,1
306,business_67,10,1,0.7611017823219299,2
307,business_67,3,1,0.5991888046264648,3
308,business_67,6,1,0.4482913613319397,4
309,business_68,10,1,0.936169445514679,1
310,business_68,9,1,0.8122875690460205,2
311,business_68,9,1,0.7090879678726196,3
312,business_68,6,1,0.683098316192627,4
313,business_68,3,1,0.5782221555709839,5
314,business_68,8,1,0.2934602499008178,6
315,business_69,11,1,0.945282816886902,1
316,business_69,6,1,0.7913333177566528,2
317,business_69,8,1,0.6981208920478821,3
318,business_69,11,1,0.5779197216033936,4
319,business_69,12,1,0.5467069745063782,5
320,business_69,14,1,0.4882095158100128,6
321,business_69,10,1,0.4051866829395294,7
322,business_70,6,0,0.7527879476547241,1
323,business_70,6,0,0.5951594114303589,2
324,business_70,5,0,0.56424480676651,3
325,business_70,6,0,0.445652037858963,4
326,business_70,7,0,0.4139911532402038,5
327,business_71,7,1,0.9953275918960572,1
328,business_71,7,1,0.9766777753829956,2
329,business_71,11,1,0.9169968366622924,3
330,business_71,5,1,0.8377639055252075,4
331,business_71,6,1,0.8306875228881836,5
332,business_72,16,1,0.940049648284912,1
333,business_72,11,1,0.9005431532859802,2
334,business_72,6,1,0.8144209384918213,3
335,business_72,9,1,0.8861899971961975,4
336,business_72,10,1,0.7963778376579285,5
337,business_72,7,1,0.4931549429893493,6
338,business_73,8,1,0.9774703979492188,1
339,business_73,6,1,0.9623194336891174,2
340,business_73,5,1,0.9217352271080016,3
341,business_73,5,1,0.8342020511627197,4
342,business_73,6,1,0.7861114740371704,5
343,business_74,6,1,0.8207246661186218,1
344,business_74,7,1,0.6436089277267456,2
345,business_74,5,1,0.576445996761322,3
346,business_74,5,1,0.3630186021327972,4
347,business_74,7,1,0.3184690177440643,5
348,business_75,5,1,0.9833225011825562,1
349,business_75,7,1,0.9206141829490662,2
350,business_75,5,1,0.8348565101623535,3
351,business_76,6,1,0.9394204020500184,1
352,business_76,6,1,0.8991448879241943,2
353,business_76,8,1,0.860044538974762,3
354,business_76,6,1,0.8008280396461487,4
355,business_76,6,1,0.6911961436271667,5
356,business_77,5,0,0.6221249103546143,1
357,business_77,6,0,0.6115020513534546,2
358,business_77,6,0,0.5919554829597473,3
359,business_77,6,0,0.5513312220573425,4
360,business_77,6,0,0.4418089389801025,5
361,business_77,7,0,0.4394024610519409,6
362,business_78,7,1,0.905152142047882,1
363,business_78,6,1,0.8356591463088989,2
364,business_78,3,1,0.6457860469818115,3
365,business_78,5,1,0.6130144000053406,4
366,business_78,5,1,0.5400878190994263,5
367,business_79,13,1,0.9849141240119934,1
368,business_79,6,1,0.9554957747459412,2
369,business_79,5,1,0.8997252583503723,3
370,business_79,9,1,0.9202719926834106,4
371,business_79,10,1,0.8285874724388123,5
372,business_79,9,1,0.2302842289209365,6
373,business_80,6,1,0.8999014496803284,1
374,business_80,9,1,0.7364546656608582,2
375,business_80,7,1,0.6750922203063965,3
376,business_80,5,1,0.5564489960670471,4
377,business_81,6,0,0.8579497337341309,1
378,business_81,5,0,0.5952857732772827,2
379,business_81,5,0,0.4921938776969909,3
380,business_81,6,0,0.4673108458518982,4
381,business_82,7,1,0.6879580020904541,1
382,business_82,7,1,0.6487928032875061,2
383,business_82,5,1,0.5922484397888184,3
384,business_82,5,1,0.5249364972114563,4
385,business_82,4,1,0.4461077451705932,5
386,business_83,6,0,0.9546390175819396,1
387,business_83,6,0,0.8763440251350403,2
388,business_83,5,0,0.7841431498527527,3
389,business_83,5,0,0.6241275072097778,4
390,business_84,9,1,0.8658230304718018,1
391,business_84,11,1,0.7508943676948547,2
392,business_84,6,1,0.6424688696861267,3
393,business_84,6,1,0.4875118136405945,4
394,business_84,5,1,0.4935253858566284,5
395,business_85,6,1,0.843163013458252,1
396,business_85,12,1,0.8274673819541931,2
397,business_85,6,1,0.7357799410820007,3
398,business_85,11,1,0.486275315284729,4
399,business_86,10,1,0.8959429264068604,1
400,business_86,10,1,0.7682438492774963,2
401,business_86,10,1,0.6240764856338501,3
402,business_86,10,1,0.5707463026046753,4
403,business_86,9,1,0.6204922795295715,5
404,business_86,6,1,0.533849835395813,6
405,business_87,6,1,0.9917901754379272,1
406,business_87,9,1,0.9726433157920836,2
407,business_87,6,1,0.8405076861381531,3
408,business_87,5,1,0.8219528198242188,4
409,business_88,5,1,0.9167622327804564,1
410,business_88,5,1,0.7989758253097534,2
411,business_88,5,1,0.6390773057937622,3
412,business_88,5,1,0.4295116066932678,4
413,business_89,6,1,0.9796111583709716,1
414,business_89,9,1,0.8728204965591431,2
415,business_89,8,1,0.8552035689353943,3
416,business_89,6,1,0.8437404632568359,4
417,business_89,7,1,0.6854413747787476,5
418,business_89,6,1,0.6841540336608887,6
419,business_90,6,1,0.8987550735473633,1
420,business_90,7,1,0.8995004296302795,2
421,business_90,9,1,0.7908724546432495,3
422,business_90,6,1,0.7090179324150085,4
423,business_90,5,1,0.6303170323371887,5
424,business_90,6,1,0.4765468239784241,6
425,business_91,6,0,0.7323492169380188,1
426,business_91,6,0,0.6790540218353271,2
427,business_91,5,0,0.5595391988754272,3
428,business_91,6,0,0.4479611814022064,4
429,business_92,8,1,0.8085161447525024,1
430,business_92,7,1,0.7202883958816528,2
431,business_92,5,1,0.544349193572998,3
432,business_92,6,1,0.3845360577106476,4
433,business_93,8,1,0.8610779643058777,1
434,business_93,5,1,0.7382726669311523,2
435,business_93,8,1,0.6487236618995667,3
436,business_93,6,1,0.5277096629142761,4
437,business_94,10,0,0.8391192555427551,1
438,business_94,5,0,0.6726954579353333,2
439,business_94,6,0,0.5461221933364868,3
440,business_94,4,0,0.5422417521476746,4
441,business_94,6,0,0.4307823777198791,5
442,business_95,8,1,0.8263946175575256,1
443,business_95,8,1,0.5565940141677856,2
444,business_95,5,1,0.513631284236908,3
445,business_95,12,1,0.3919080793857574,4
446,business_95,5,1,0.3204382359981537,5
447,business_96,9,0,0.8800410628318787,1
448,business_96,7,0,0.6730884313583374,2
449,business_96,7,0,0.6877577900886536,3
450,business_96,7,0,0.6130673289299011,4
451,business_96,6,0,0.4873974621295929,5
452,business_97,7,1,0.8910238146781921,1
453,business_97,9,1,0.8366582989692688,2
454,business_97,5,1,0.6599215865135193,3
455,business_97,5,1,0.5289426445960999,4
456,business_97,6,1,0.420438289642334,5
457,business_98,5,1,0.3736557364463806,1
458,business_98,6,1,0.18509441614151,2
459,business_98,5,1,0.1600959151983261,3
460,business_98,6,1,0.1537927687168121,4
461,business_98,5,1,0.1192185431718826,5
462,business_99,5,0,0.6794654130935669,1
463,business_99,5,0,0.7573502063751221,2
464,business_99,5,0,0.57298743724823,3
465,business_99,7,0,0.6557111740112305,4
466,business_99,5,0,0.4976277649402618,5
467,business_99,8,0,0.3655323386192322,6
468,business_99,5,0,0.3470295369625091,7
469,business_100,7,0,0.9628890752792358,1
470,business_100,7,0,0.8958749771118164,2
471,business_100,8,0,0.7908450365066528,3
472,business_100,5,0,0.7039980292320251,4
473,business_100,5,0,0.6057630777359009,5
474,business_100,6,0,0.6576191782951355,6
475,business_101,5,0,0.9161947965621948,1
476,business_101,7,0,0.7299365997314453,2
477,business_101,5,0,0.6724304556846619,3
478,business_101,5,0,0.5517411828041077,4
479,business_101,5,0,0.4830706417560577,5
480,business_102,7,1,0.9228608012199402,1
481,business_102,7,1,0.766105055809021,2
482,business_102,10,1,0.6361575722694397,3
483,business_102,6,1,0.5905149579048157,4
484,business_102,5,1,0.5067592859268188,5
485,business_103,5,1,0.9608141779899596,1
486,business_103,8,1,0.8706576824188232,2
487,business_103,5,1,0.8408361673355103,3
488,business_103,7,1,0.7783339023590088,4
489,business_103,6,1,0.6512838006019592,5
490,business_104,7,0,0.8123427629470825,1
491,business_104,6,0,0.4918854534626007,2
492,business_104,5,0,0.5118929743766785,3
493,business_104,11,0,0.4766757786273956,4
494,business_104,5,0,0.4705631732940674,5
495,business_104,8,0,0.3715257942676544,6
496,business_104,5,0,0.3264861404895782,7
497,business_105,6,1,0.9750317931175232,1
498,business_105,6,1,0.9613298773765564,2
499,business_105,5,1,0.9095225930213928,3
500,business_105,5,1,0.7924365997314453,4
501,business_105,5,1,0.7903040647506714,5
502,business_106,6,0,0.9144312143325806,1
503,business_106,5,0,0.8248419761657715,2
504,business_106,7,0,0.6717364192008972,3
505,business_106,5,0,0.5816962122917175,4
506,business_106,5,0,0.5526646971702576,5
507,business_107,9,1,0.9097129702568054,1
508,business_107,9,1,0.4973950684070587,2
509,business_107,7,1,0.4228723347187042,3
510,business_107,4,1,0.3159601986408233,4
511,business_108,11,1,0.8616378307342529,1
512,business_108,6,1,0.811732292175293,2
513,business_108,11,1,0.5889524221420288,3
514,business_108,7,1,0.4655753970146179,4
515,business_108,8,1,0.3740785419940948,5
516,business_108,10,1,0.1734940558671951,6
517,business_109,13,1,0.7693572044372559,1
518,business_109,8,1,0.737208366394043,2
519,business_109,8,1,0.5163778066635132,3
520,business_109,5,1,0.4728865027427673,4
521,business_110,6,1,0.93215674161911,1
522,business_110,9,1,0.8831971883773804,2
523,business_110,10,1,0.6879130005836487,3
524,business_110,5,1,0.566471517086029,4
525,business_111,8,1,0.9767650961875916,1
526,business_111,8,1,0.8703303933143616,2
527,business_111,5,1,0.837298572063446,3
528,business_111,6,1,0.7255951166152954,4
529,business_112,6,1,0.6414012908935547,1
530,business_112,6,1,0.3296664655208587,2
531,business_112,5,1,0.2428486049175262,3
532,business_112,5,1,0.2031984329223632,4
533,business_113,7,1,0.9101808667182922,1
534,business_113,5,1,0.794012725353241,2
535,business_113,11,1,0.6606104373931885,3
536,business_113,8,1,0.5892465114593506,4
537,business_113,5,1,0.4966841340065002,5
538,business_114,6,0,0.9414501786231996,1
539,business_114,7,0,0.8810093402862549,2
540,business_114,7,0,0.7647560834884644,3
541,business_114,6,0,0.722496747970581,4
542,business_114,5,0,0.593127429485321,5
543,business_115,6,1,0.979874312877655,1
544,business_115,6,1,0.9780187606811525,2
545,business_115,5,1,0.9573649764060974,3
546,business_115,5,1,0.8984050154685974,4
547,business_115,6,1,0.8355653285980225,5
548,business_116,6,1,0.7233663201332092,1
549,business_116,18,1,0.7266003489494324,2
550,business_116,18,1,0.4435246288776397,3
551,business_116,7,1,0.4350092113018036,4
552,business_117,9,1,0.8101326823234558,1
553,business_117,8,1,0.7037793397903442,2
554,business_117,7,1,0.6262978315353394,3
555,business_117,9,1,0.5929363965988159,4
556,business_117,6,1,0.4635680615901947,5
557,business_118,6,1,0.9679239988327026,1
558,business_118,8,1,0.9429661631584167,2
559,business_118,12,1,0.8882701992988586,3
560,business_118,5,1,0.8060547709465027,4
561,business_118,6,1,0.7290648818016052,5
562,business_119,9,1,0.7248109579086304,1
563,business_119,9,1,0.5524859428405762,2
564,business_119,9,1,0.502535343170166,3
565,business_119,6,1,0.5151354074478149,4
566,business_119,5,1,0.4956990480422973,5
567,business_120,6,1,0.7569732069969177,1
568,business_120,8,1,0.703559398651123,2
569,business_120,5,1,0.6869187951087952,3
570,business_120,5,1,0.6460825800895691,4
571,business_120,5,1,0.5393348932266235,5
572,business_121,5,0,0.6999927163124084,1
573,business_121,6,0,0.6183227300643921,2
574,business_121,5,0,0.5851456522941589,3
575,business_121,5,0,0.5414609313011169,4
576,business_121,5,0,0.5175547003746033,5
577,business_122,9,0,0.8059563636779785,1
578,business_122,6,0,0.6736350655555725,2
579,business_122,6,0,0.5574561953544617,3
580,business_122,13,0,0.5670152902603149,4
581,business_122,5,0,0.5373216271400452,5
582,business_123,5,1,0.8121589422225952,1
583,business_123,6,1,0.6799894571304321,2
584,business_123,6,1,0.6350332498550415,3
585,business_123,5,1,0.611606240272522,4
586,business_123,5,1,0.6131216883659363,5
587,business_124,6,0,0.8507473468780518,1
588,business_124,5,0,0.7780553698539734,2
589,business_124,6,0,0.7034412622451782,3
590,business_125,9,0,0.6791205406188965,1
591,business_125,6,0,0.576676070690155,2
592,business_125,5,0,0.5369470119476318,3
593,business_125,4,0,0.5060502886772156,4
594,business_126,5,0,0.7220044136047363,1
595,business_126,9,0,0.6845923662185669,2
596,business_126,8,0,0.6099467277526855,3
597,business_126,3,0,0.5687891840934753,4
598,business_127,12,1,0.6766394972801208,1
599,business_127,6,1,0.5696263313293457,2
600,business_127,10,1,0.6237552165985107,3
601,business_127,6,1,0.5932024717330933,4
602,business_128,6,1,0.7767754793167114,1
603,business_128,6,1,0.6547205448150635,2
604,business_128,5,1,0.5689921975135803,3
605,business_128,5,1,0.5540591478347778,4
606,business_128,6,1,0.5914024710655212,5
607,business_129,5,1,0.8547110557556152,1
608,business_129,6,1,0.7567372918128967,2
609,business_129,11,1,0.6849752068519592,3
610,business_130,4,0,0.717078447341919,1
611,business_130,9,0,0.5816433429718018,2
612,business_130,5,0,0.5230602025985718,3
613,business_130,6,0,0.5268206000328064,4
614,business_131,6,1,0.8352668881416321,1
615,business_131,6,1,0.7497749328613281,2
616,business_131,6,1,0.7136900424957275,3
617,business_131,6,1,0.7082839012145996,4
618,business_131,5,1,0.719110906124115,5
619,business_132,9,1,0.8002216219902039,1
620,business_132,9,1,0.6302827596664429,2
621,business_132,10,1,0.6069239377975464,3
622,business_132,6,1,0.5998047590255737,4
623,business_133,28,1,0.8904107809066772,1
624,business_133,8,1,0.847596287727356,2
625,business_133,7,1,0.7900305390357971,3
626,business_133,9,1,0.4617258608341217,4
627,business_133,10,1,0.5501174330711365,5
628,business_133,8,1,0.6304627656936646,6
629,business_134,16,1,0.8167808651924133,1
630,business_134,7,1,0.6350231170654297,2
631,business_134,18,1,0.3373821675777435,3
632,business_134,10,1,0.2637508809566498,4
633,business_135,6,0,0.741236686706543,1
634,business_135,18,0,0.5532073378562927,2
635,business_135,25,0,0.6477460265159607,3
636,business_135,15,0,0.3899053633213043,4
637,business_135,10,0,0.4842247664928436,5
638,business_136,6,1,0.9465778470039368,1
639,business_136,7,1,0.88783860206604,2
640,business_136,5,1,0.8037863969802856,3
641,business_136,14,1,0.8804080486297607,4
642,business_136,5,1,0.7410563230514526,5
643,business_137,6,1,0.72306889295578,1
644,business_137,6,1,0.6960680484771729,2
645,business_137,7,1,0.6211383938789368,3
646,business_137,7,1,0.469163030385971,4
647,business_138,7,0,0.7580306529998779,1
648,business_138,9,0,0.6447399258613586,2
649,business_138,6,0,0.5513283610343933,3
650,business_138,3,0,0.3526675701141357,4
651,business_138,6,0,0.3236915171146393,5
652,business_138,3,0,0.3147066831588745,6
653,business_139,6,1,0.6159811615943909,1
654,business_139,8,1,0.4582118690013885,2
655,business_139,9,1,0.3304733037948608,3
656,business_139,4,1,0.3503454029560089,4
657,business_139,7,1,0.2876052260398865,5
658,business_139,5,1,0.2276819199323654,6
659,business_140,5,0,0.6769595146179199,1
660,business_140,7,0,0.6889088153839111,2
661,business_140,7,0,0.4676997363567352,3
662,business_140,5,0,0.3894861936569214,4
663,business_141,6,0,0.5241611003875732,1
664,business_141,5,0,0.514225423336029,2
665,business_141,5,0,0.3913796246051788,3
666,business_141,5,0,0.3077300786972046,4
